ranking,score,title,number_of_episodes,emission_date,number_members,url
158,8.43,Kono Oto Tomare! Part 2,TV (13 eps),Oct 2019 - Dec 2019,"160,456 members",https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2
159,8.43,Mo Dao Zu Shi: Xian Yun Pian,ONA (8 eps),Aug 2019 - Sep 2019,"96,407 members",https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian
160,8.43,Mononoke,TV (12 eps),Jul 2007 - Sep 2007,"304,007 members",https://myanimelist.net/anime/2246/Mononoke
161,8.43,Saenai Heroine no Sodatekata Fine,Movie (1 eps),Oct 2019 - Oct 2019,"169,940 members",https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine
162,8.43,Saiki Kusuo no Ψ-nan 2,TV (24 eps),Jan 2018 - Jun 2018,"595,265 members",https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2
163,8.43,Tian Guan Ci Fu Special,ONA (1 eps),Feb 2021 - Feb 2021,"38,303 members",https://myanimelist.net/anime/44070/Tian_Guan_Ci_Fu_Special
164,8.43,Gintama: Yorinuki Gintama-san on Theater 2D,Movie (2 eps),Aug 2012 - Aug 2012,"42,091 members",https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D
165,8.43,Grand Blue,TV (12 eps),Jul 2018 - Sep 2018,"718,208 members",https://myanimelist.net/anime/37105/Grand_Blue
166,8.42,Josee to Tora to Sakana-tachi,Movie (1 eps),Dec 2020 - Dec 2020,"370,217 members",https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi
167,8.42,Vivy: Fluorite Eye's Song,TV (13 eps),Apr 2021 - Jun 2021,"486,040 members",https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song
168,8.42,Koukaku Kidoutai: Stand Alone Complex,TV (26 eps),Oct 2002 - Oct 2003,"381,830 members",https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex
169,8.42,Saiki Kusuo no Ψ-nan,TV (120 eps),Jul 2016 - Dec 2016,"1,019,825 members",https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan
170,8.41,Major S5,TV (25 eps),Jan 2009 - Jun 2009,"68,453 members",https://myanimelist.net/anime/5028/Major_S5
171,8.41,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie (1 eps),Sep 2018 - Sep 2018,"66,536 members",https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu
172,8.41,Shingeki no Kyojin: Kuinaki Sentaku,OVA (2 eps),Dec 2014 - Apr 2015,"482,575 members",https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku
173,8.41,Hunter x Hunter,TV (62 eps),Oct 1999 - Mar 2001,"558,595 members",https://myanimelist.net/anime/136/Hunter_x_Hunter
174,8.41,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV (12 eps),Jan 2019 - Mar 2019,"1,604,140 members",https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
175,8.41,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie (1 eps),Sep 2019 - Sep 2019,"382,868 members",https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou
176,8.40,Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"51,112 members",https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian
177,8.40,Natsume Yuujinchou Roku Specials,Special (2 eps),Sep 2017 - Oct 2017,"43,687 members",https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials
178,8.40,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie (1 eps),Feb 2018 - Feb 2018,"396,229 members",https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
179,8.40,Gintama°: Aizome Kaori-hen,OVA (2 eps),Aug 2016 - Nov 2016,"80,652 members",https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen
180,8.40,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie (1 eps),Aug 2009 - Aug 2009,"198,974 members",https://myanimelist.net/anime/5205/Kara_no_Kyoukai_Movie_7__Satsujin_Kousatsu_Go
181,8.39,Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"502,257 members",https://myanimelist.net/anime/49596/Blue_Lock
182,8.39,Chihayafuru 2,TV (25 eps),Jan 2013 - Jun 2013,"225,336 members",https://myanimelist.net/anime/14397/Chihayafuru_2
183,8.39,Cross Game,TV (50 eps),Apr 2009 - Mar 2010,"120,210 members",https://myanimelist.net/anime/5941/Cross_Game
184,8.39,Houseki no Kuni,TV (12 eps),Oct 2017 - Dec 2017,"427,801 members",https://myanimelist.net/anime/35557/Houseki_no_Kuni
185,8.39,Kamisama Hajimemashita: Kako-hen,OVA (4 eps),Aug 2015 - Aug 2016,"157,211 members",https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen
186,8.39,Kaze ga Tsuyoku Fuiteiru,TV (23 eps),Oct 2018 - Mar 2019,"282,065 members",https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
187,8.39,Kimetsu no Yaiba: Mugen Ressha-hen,TV (7 eps),Oct 2021 - Nov 2021,"595,889 members",https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen
188,8.39,Tensei shitara Slime Datta Ken 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,"855,097 members",https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season
189,8.39,Tian Guan Ci Fu,ONA (11 eps),Oct 2020 - Jan 2021,"116,326 members",https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu
190,8.38,Non Non Biyori Nonstop,TV (12 eps),Jan 2021 - Mar 2021,"114,197 members",https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop
191,8.38,3-gatsu no Lion,TV (22 eps),Oct 2016 - Mar 2017,"646,449 members",https://myanimelist.net/anime/31646/3-gatsu_no_Lion
192,8.38,Barakamon,TV (12 eps),Jul 2014 - Sep 2014,"632,273 members",https://myanimelist.net/anime/22789/Barakamon
193,8.38,Boku no Hero Academia 6th Season,TV (25 eps),Oct 2022 - Mar 2023,"504,772 members",https://myanimelist.net/anime/49918/Boku_no_Hero_Academia_6th_Season
194,8.38,Cowboy Bebop: Tengoku no Tobira,Movie (1 eps),Sep 2001 - Sep 2001,"356,938 members",https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
195,8.37,Baccano!,TV (13 eps),Jul 2007 - Nov 2007,"871,503 members",https://myanimelist.net/anime/2251/Baccano
196,8.37,Fumetsu no Anata e,TV (20 eps),Apr 2021 - Aug 2021,"797,153 members",https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e
197,8.37,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV (12 eps),Jul 2020 - Sep 2020,"672,654 members",https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan
198,8.37,Kizumonogatari I: Tekketsu-hen,Movie (1 eps),Jan 2016 - Jan 2016,"501,666 members",https://myanimelist.net/anime/9260/Kizumonogatari_I__Tekketsu-hen
199,8.37,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie (1 eps),Jan 2019 - Jan 2019,"120,490 members",https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare
200,8.37,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie (1 eps),Oct 2012 - Oct 2012,"193,865 members",https://myanimelist.net/anime/11979/Mahou_Shoujo_Madoka★Magica_Movie_2__Eien_no_Monogatari
201,8.37,Mushoku Tensei: Isekai Ittara Honki Dasu,TV (11 eps),Jan 2021 - Mar 2021,"1,125,585 members",https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu
202,8.36,Mahou Shoujo Madoka★Magica,TV (12 eps),Jan 2011 - Apr 2011,"1,222,204 members",https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica
203,8.36,Haikyuu!! To the Top,TV (13 eps),Jan 2020 - Apr 2020,"862,922 members",https://myanimelist.net/anime/38883/Haikyuu_To_the_Top
204,8.36,Kaze no Tani no Nausicaä,Movie (1 eps),Mar 1984 - Mar 1984,"352,521 members",https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausicaä
205,8.36,Usagi Drop,TV (11 eps),Jul 2011 - Sep 2011,"476,600 members",https://myanimelist.net/anime/10162/Usagi_Drop
206,8.36,Yoru ni Kakeru,Music (1 eps),Nov 2019 - Nov 2019,"17,648 members",https://myanimelist.net/anime/48653/Yoru_ni_Kakeru
207,8.35,Bakuman. 2nd Season,TV (25 eps),Oct 2011 - Mar 2012,"341,673 members",https://myanimelist.net/anime/10030/Bakuman_2nd_Season
208,8.35,Gintama: Shiroyasha Koutan,Special (1 eps),Sep 2008 - Sep 2008,"66,858 members",https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan
209,8.35,Hellsing Ultimate,OVA (10 eps),Feb 2006 - Dec 2012,"878,480 members",https://myanimelist.net/anime/777/Hellsing_Ultimate
210,8.35,K-On! Movie,Movie (1 eps),Dec 2011 - Dec 2011,"313,697 members",https://myanimelist.net/anime/9617/K-On_Movie
211,8.35,Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"431,425 members",https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute
212,8.34,Dr. Stone: New World,TV (? eps),Apr 2023 -,"261,601 members",https://myanimelist.net/anime/48549/Dr_Stone__New_World
213,8.34,Kiseijuu: Sei no Kakuritsu,TV (24 eps),Oct 2014 - Mar 2015,"1,760,457 members",https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu
214,8.34,Neon Genesis Evangelion,TV (26 eps),Oct 1995 - Mar 1996,"1,694,124 members",https://myanimelist.net/anime/30/Neon_Genesis_Evangelion
215,8.34,Psycho-Pass,TV (22 eps),Oct 2012 - Mar 2013,"1,553,308 members",https://myanimelist.net/anime/13601/Psycho-Pass
216,8.34,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV (13 eps),Jul 2020 - Sep 2020,"1,026,266 members",https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season
217,8.33,Major S6,TV (25 eps),Apr 2010 - Sep 2010,"60,516 members",https://myanimelist.net/anime/7655/Major_S6
218,8.33,Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA (1 eps),Feb 2014 - Feb 2014,"76,693 members",https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni
219,8.33,One Outs,TV (25 eps),Oct 2008 - Apr 2009,"227,177 members",https://myanimelist.net/anime/5040/One_Outs
220,8.33,Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"724,992 members",https://myanimelist.net/anime/50602/Spy_x_Family_Part_2
221,8.33,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV (12 eps),Jul 2021 - Sep 2021,"663,254 members",https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
222,8.33,Bakemonogatari,TV (15 eps),Jul 2009 - Jun 2010,"1,344,728 members",https://myanimelist.net/anime/5081/Bakemonogatari
223,8.33,Given,TV (11 eps),Jul 2019 - Sep 2019,"526,411 members",https://myanimelist.net/anime/39533/Given
224,8.33,Gotcha!,Music (1 eps),Sep 2020 - Sep 2020,"28,155 members",https://myanimelist.net/anime/42984/Gotcha
225,8.33,Initial D First Stage,TV (26 eps),Apr 1998 - Dec 1998,"346,504 members",https://myanimelist.net/anime/185/Initial_D_First_Stage
226,8.33,Kidou Senshi Gundam: The Origin,OVA (6 eps),Feb 2015 - May 2018,"68,429 members",https://myanimelist.net/anime/10937/Kidou_Senshi_Gundam__The_Origin
227,8.33,Kingdom 2nd Season,TV (39 eps),Jun 2013 - Mar 2014,"116,117 members",https://myanimelist.net/anime/17389/Kingdom_2nd_Season
228,8.33,Uchuu Senkan Yamato 2199,OVA (26 eps),May 2012 - Oct 2013,"110,366 members",https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199
229,8.33,Versailles no Bara,TV (40 eps),Oct 1979 - Sep 1980,"91,094 members",https://myanimelist.net/anime/338/Versailles_no_Bara
230,8.33,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special (1 eps),Jul 2018 - Jul 2018,"305,068 members",https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou
231,8.32,Natsume Yuujinchou Go Specials,Special (2 eps),Mar 2017 - Apr 2017,"42,987 members",https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials
232,8.32,Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,"471,362 members",https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
233,8.32,Romeo no Aoi Sora,TV (33 eps),Jan 1995 - Dec 1995,"47,336 members",https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
234,8.32,Fate/stay night: Unlimited Blade Works 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,"812,444 members",https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
235,8.32,Katanagatari,TV (12 eps),Jan 2010 - Dec 2010,"541,093 members",https://myanimelist.net/anime/6594/Katanagatari
236,8.32,Kawaki wo Ameku,Music (1 eps),Jan 2019 - Jan 2019,"27,741 members",https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
237,8.31,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,540,883 members",https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
238,8.31,Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"1,969,124 members",https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
239,8.31,Evangelion: 2.0 You Can (Not) Advance,Movie (1 eps),Jul 2009 - Jul 2009,"510,667 members",https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance
240,8.31,Hunter x Hunter: Original Video Animation,OVA (8 eps),Jan 2002 - Apr 2002,"121,632 members",https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
241,8.31,Kemono no Souja Erin,TV (50 eps),Jan 2009 - Dec 2009,"82,758 members",https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
242,8.31,Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"510,940 members",https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
243,8.31,Natsume Yuujinchou,TV (13 eps),Jul 2008 - Sep 2008,"514,042 members",https://myanimelist.net/anime/4081/Natsume_Yuujinchou
244,8.31,NHK ni Youkoso!,TV (24 eps),Jul 2006 - Dec 2006,"700,381 members",https://myanimelist.net/anime/1210/NHK_ni_Youkoso
245,8.31,Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"365,517 members",https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
246,8.31,Shelter (Music),Music (1 eps),Oct 2016 - Oct 2016,"317,867 members",https://myanimelist.net/anime/34240/Shelter_Music
247,8.30,Kuroko no Basket 3rd Season,TV (25 eps),Jan 2015 - Jun 2015,"719,888 members",https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
248,8.30,Detective Conan Movie 06: The Phantom of Baker Street,Movie (1 eps),Apr 2002 - Apr 2002,"73,892 members",https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
249,8.30,Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"131,039 members",https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
250,8.30,Dr. Stone: Ryuusui,Special (1 eps),Jul 2022 - Jul 2022,"195,782 members",https://myanimelist.net/anime/50612/Dr_Stone__Ryuusui
251,8.30,Hibike! Euphonium 2,TV (13 eps),Oct 2016 - Dec 2016,"214,715 members",https://myanimelist.net/anime/31988/Hibike_Euphonium_2
252,8.29,Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"84,254 members",https://myanimelist.net/anime/2402/Ashita_no_Joe
253,8.29,Beck,TV (26 eps),Oct 2004 - Mar 2005,"322,743 members",https://myanimelist.net/anime/57/Beck
254,8.29,Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"252,329 members",https://myanimelist.net/anime/30346/Doukyuusei_Movie
255,8.29,Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,598,576 members",https://myanimelist.net/anime/38691/Dr_Stone
256,8.29,Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"41,650 members",https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
257,8.29,Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"783,252 members",https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
258,8.29,IDOLiSH7 Third Beat! Part 2,TV (17 eps),Oct 2022 - Feb 2023,"10,863 members",https://myanimelist.net/anime/46654/IDOLiSH7_Third_Beat_Part_2
259,8.29,Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"295,466 members",https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
260,8.29,Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"35,337 members",https://myanimelist.net/anime/11917/Major__World_Series
261,8.29,Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"473,350 members",https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
262,8.29,Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"750,252 members",https://myanimelist.net/anime/13125/Shinsekai_yori
263,8.29,Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"419,660 members",https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
264,8.29,Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"907,664 members",https://myanimelist.net/anime/38826/Tenki_no_Ko
265,8.28,Ramayana: The Legend of Prince Rama,Movie (1 eps),Jan 1993 - Jan 1993,"8,647 members",https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
266,8.28,Redline,Movie (1 eps),Aug 2009 - Aug 2009,"353,923 members",https://myanimelist.net/anime/6675/Redline
267,8.28,Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"426,809 members",https://myanimelist.net/anime/25835/Shirobako
268,8.28,Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"273,578 members",https://myanimelist.net/anime/759/Tokyo_Godfathers
269,8.28,Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"92,661 members",https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
270,8.28,World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"102,052 members",https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
271,8.28,86,TV (11 eps),Apr 2021 - Jun 2021,"664,757 members",https://myanimelist.net/anime/41457/86
272,8.28,Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,434,691 members",https://myanimelist.net/anime/10087/Fate_Zero
273,8.28,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"18,246 members",https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu
274,8.27,Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"140,436 members",https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
275,8.27,Golden Kamuy 4th Season,TV (13 eps),Oct 2022 -,"73,613 members",https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
276,8.27,Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"335,335 members",https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
277,8.27,Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"129,686 members",https://myanimelist.net/anime/22507/Initial_D_Final_Stage
278,8.27,Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,418,666 members",https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
279,8.27,Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"596,399 members",https://myanimelist.net/anime/43/Koukaku_Kidoutai
280,8.27,Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"304,500 members",https://myanimelist.net/anime/1698/Nodame_Cantabile
281,8.27,Stranger: Mukou Hadan,Movie (1 eps),Sep 2007 - Sep 2007,"319,520 members",https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
282,8.27,Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"455,179 members",https://myanimelist.net/anime/34798/Yuru_Camp△
283,8.27,Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"221,385 members",https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2
284,8.26,Bakemono no Ko,Movie (1 eps),Jul 2015 - Jul 2015,"403,954 members",https://myanimelist.net/anime/28805/Bakemono_no_Ko
285,8.26,Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"83,699 members",https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
286,8.26,Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"126,600 members",https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
287,8.26,Holo no Graffiti,ONA (? eps),May 2019 -,"51,356 members",https://myanimelist.net/anime/44042/Holo_no_Graffiti
288,8.26,Hunter x Hunter: Greed Island Final,OVA (14 eps),Mar 2004 - Aug 2004,"138,219 members",https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
289,8.26,Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,316,691 members",https://myanimelist.net/anime/1735/Naruto__Shippuuden
290,8.26,Planetes,TV (26 eps),Oct 2003 - Apr 2004,"240,830 members",https://myanimelist.net/anime/329/Planetes
291,8.26,Space☆Dandy 2nd Season,TV (13 eps),Jul 2014 - Sep 2014,"160,151 members",https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
292,8.26,Tenkuu no Shiro Laputa,Movie (1 eps),Aug 1986 - Aug 1986,"453,988 members",https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
293,8.25,Kuroshitsuji Movie: Book of the Atlantic,Movie (1 eps),Jan 2017 - Jan 2017,"183,463 members",https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
294,8.25,Non Non Biyori Movie: Vacation,Movie (1 eps),Aug 2018 - Aug 2018,"73,035 members",https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
295,8.25,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,TV (13 eps),Oct 2018 - Dec 2018,"1,612,359 members",https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
296,8.25,Sennen Joyuu,Movie (1 eps),Sep 2002 - Sep 2002,"172,815 members",https://myanimelist.net/anime/1033/Sennen_Joyuu
297,8.25,Sono Bisque Doll wa Koi wo Suru,TV (12 eps),Jan 2022 - Mar 2022,"905,519 members",https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
298,8.25,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special (1 eps),Dec 2015 - Dec 2015,"245,094 members",https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
299,8.25,Tonari no Totoro,Movie (1 eps),Apr 1988 - Apr 1988,"994,901 members",https://myanimelist.net/anime/523/Tonari_no_Totoro
300,8.25,Ao Ashi,TV (24 eps),Apr 2022 - Sep 2022,"177,087 members",https://myanimelist.net/anime/49052/Ao_Ashi
301,8.25,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,TV (11 eps),Jan 2023 - Mar 2023,"148,528 members",https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen
302,8.25,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"23,912 members",https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
303,8.25,Gyakkyou Burai Kaiji: Hakairoku-hen,TV (26 eps),Apr 2011 - Sep 2011,"183,778 members",https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
